Nombre,Categoría,Subcategoría,Tlf Fijo,Tlf Móvil,Mail,Web,Localidad,Whatsapp eviado,Mail enviado
CHUCHERIAS NUVE,alimentacion,alimentacion en general,-1,-1,amparova71@hotmail.com,-1,Peniscola,-1,-1
HERMANOS ALBIOL,servicios,"construccion, instalaciones y mantenimiento",-1,610348248,-1,-1,Peniscola,-1,-1
"CONTRATAS Y REPARACIONES PENISCOLA, S.L",servicios,"construccion, instalaciones y mantenimiento",-1,625558635/964480281,-1,-1,Peniscola,-1,-1
"FRAN AYZA, CONSTRUCCIONES Y REFORMAS",servicios,"construccion, instalaciones y mantenimiento",-1,660117386,-1,-1,Peniscola,-1,-1
"AYAL PENISCOLA CONSTRUCCIONES, SL",servicios,"construccion, instalaciones y mantenimiento",964481250/659316086,-1,-1,-1,Peniscola,-1,-1
"ELECTRICIDAD VIVES, SL",hogar y decoracion,electricidad,964480643,-1,electricidadvives@gmail.com,-1,Peniscola,-1,-1
TEJEMA,servicios,"construccion, instalaciones y mantenimiento",964481836,-1,-1,-1,Peniscola,-1,-1
SERVIMART,servicios,servicios profesionales,964480218,-1,-1,-1,Peniscola,-1,-1
IB AUTO PENISCOLA S. L. U,vehiculos,mantenimiento y reparacion de vehiculos,964467519,-1,-1,-1,Peniscola,-1,-1
AUTO LAVADO VALEN,vehiculos,mantenimiento y reparacion de vehiculos,-1,652410160,-1,-1,Peniscola,-1,-1
"SEBASTIAN BAYARRI INSTALACIONES, SL",hogar y decoracion,fontaneria,-1,636780164,-1,-1,Peniscola,-1,-1
CARPINTERIA ROAZRA,hogar y decoracion,carpinteria,-1,653247256,-1,-1,Peniscola,-1,-1
"PROMOCIONES PENISFER, SL",servicios,"construccion, instalaciones y mantenimiento",964489037/646984497,-1,-1,-1,Peniscola,-1,-1
DESGUACE JOAQUIN PELLICER SL,vehiculos,mantenimiento y reparacion de vehiculos,964480994,-1,-1,-1,Peniscola,-1,-1
PANADERIA ELMA,alimentacion,alimentacion en general,-1,-1,rosapitarchfoix@hotmail.com,-1,Peniscola,-1,-1
RUIZCOR PENISCOLA S.L.,hogar y decoracion,fontaneria,964480313,-1,-1,-1,Peniscola,-1,-1
"FERRETERIA AYZA-CASTELL,S.L. (COINFER)",hogar y decoracion,ferreteria,964489350,-1,ayzacastellsl@hotmail.com,-1,Peniscola,-1,-1
PURE ESSENCE  CARMEN,drogueria - perfumeria,perfumeria especializada y belleza,-1,-1,mapahe3@hotmail.com,-1,Peniscola,-1,-1
HOLA!,moda y complementos,moda y complementos en general,964480785,-1,-1,-1,Peniscola,-1,-1
LA BOTIGA DE MIREIA,moda y complementos,moda y complementos en general,964040573,-1,-1,-1,Peniscola,-1,-1
LA CASETA DE LES GOMINOLES,alimentacion,alimentacion en general,-1,-1,-1,-1,Peniscola,-1,-1
DEPORTES ROVI,"ocio, deportes y aficiones",material deportivo,964480206,-1,-1,www.deportesrovi.com,Peniscola,-1,-1
BICICLETAS FREDY,"ocio, deportes y aficiones",material deportivo,964913340,-1,info@bicicletasfreddy.es,www.bicicletasfreddy.es,Peniscola,-1,-1
IMADE,hogar y decoracion,decoracion e interiorismo,964489364,-1,imade.alabastro@gmail.com,-1,Peniscola,-1,-1
ARTPIEL,moda y complementos,moda y complementos en general,964480323,-1,terecresposimo@hotmail.com,-1,Peniscola,-1,-1
OMS MODA Y COMPLEMENTOS,moda y complementos,moda y complementos en general,-1,690086099,mapigal60@hotmail.com,-1,Peniscola,-1,-1
PELUQUERIA M y S,salud y belleza,peluquerias y salones de belleza,964480179,-1,-1,-1,Peniscola,-1,-1
BANANAMOON,moda y complementos,moda y complementos en general,-1,-1,-1,-1,Peniscola,-1,-1
"BATRA, SLU",carburantes,gasolineras,964480642,-1,-1,-1,Peniscola,-1,-1
FORN DE CLIMENT,alimentacion,pan y pasteleria,964489645,-1,clementeboix@hotmail.es,-1,Peniscola,-1,-1
COCO,hogar y decoracion,hogar y decoracion en general,-1,-1,cocoshop19@gmail.com,-1,Peniscola,-1,-1
SPA DOCTOR FISH,salud y belleza,peluquerias y salones de belleza,964103844,-1,-1,-1,Peniscola,-1,-1
ALOHA,moda y complementos,moda y complementos en general,-1,-1,sosplanetavenus@hotmail.com,-1,Peniscola,-1,-1
NAVY,moda y complementos,moda y complementos en general,-1,-1,-1,-1,Peniscola,-1,-1
LA LLAR,hogar y decoracion,carpinteria,964480719,-1,julia_lallar@hotmail.com,-1,Peniscola,-1,-1
PARAFARMACIA NATURAL-MENTE,salud y belleza,farmacias y parafarmacias,964467551,-1,ferka72@hotmail.com,-1,Peniscola,-1,-1
ESTANCO ESPERANZA,tabaco y loterias,"tabacos, cigarrillos electronicos y articulos de fumador",964480535,-1,estancoespe@gmail.com,-1,Peniscola,-1,-1
TANGHERINA ZAPATOS,moda y complementos,moda y complementos en general,-1,652086620,-1,www.zapatostangherina.es,Peniscola,-1,-1
CENTRO DE  ESTETICA  ISABEL MILLA,salud y belleza,peluquerias y salones de belleza,-1,680574392,ISAMILLAMILLA@HOTMAIL.ES,-1,Peniscola,-1,-1
ARTESANIA AZAHAR,moda y complementos,"zapatos, bolsos y complementos",964485164,-1,cuero-natural@hotmail.com,-1,Peniscola,-1,-1
ALOHA,hogar y decoracion,"artesania, ceramica, regalos y bazar",964480446,-1,-1,-1,Peniscola,-1,-1
GRAN BAZAR CHINA,hogar y decoracion,"artesania, ceramica, regalos y bazar",-1,-1,-1,-1,Peniscola,-1,-1
FLORISTERIA DECOFLOR,"flores, jardineria y animales","floristeria, jardineria y productos agricolas",-1,669746677,floristeriadecoflor1@gmail.com,-1,Peniscola,-1,-1
Boshi Bordados,servicios,"publicidad, marketing y eventos",964742231,-1,info@boshibordados.com,-1,Peniscola,-1,-1
PROMOCIONES Y CONSTRUCCIONES CASTELL-MAR,finanzas y gestion,servicios inmobiliarios,964489681,-1,-1,-1,Peniscola,-1,-1
MAR SALATTA,hogar y decoracion,"artesania, ceramica, regalos y bazar",964489031,-1,ismael2007@hotmail.com,-1,Peniscola,-1,-1
AMBER BOUTIQUE,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",964467746,-1,SILVER_AMBER@hotmail.es,-1,Peniscola,-1,-1
REGALOS ALPARGATERIA ROSANA,moda y complementos,"zapatos, bolsos y complementos",964480714,-1,-1,-1,Peniscola,-1,-1
PENISCOLA MULTISERVICIOS JPS S.L,servicios,servicios profesionales,-1,661203671,multiserviciosjps@gmail.com,-1,Peniscola,-1,-1
PANADERIA- PASTELERIA LA MARSELA,alimentacion,pan y pasteleria,964460494,-1,-1,-1,Peniscola,-1,-1
PANADERIA CASOLA,alimentacion,pan y pasteleria,-1,-1,forcasola@hotmail.com,www.forcasola.com,Peniscola,-1,-1
CASA PEPE,hogar y decoracion,"artesania, ceramica, regalos y bazar",964480854,-1,-1,-1,Peniscola,-1,-1
AUTOLAVANDERIA MAR,servicios,lavanderias,-1,-1,marautolavanderia@hotmail.com,-1,Peniscola,-1,-1
VERITEXT,moda y complementos,moda y complementos en general,964745445,-1,info@veritextlaboral.com,www.veritextlaboral.com,Peniscola,-1,-1
POMPEYA ARTICULOS PLAYA,moda y complementos,moda y complementos en general,-1,-1,-1,-1,Peniscola,-1,-1
SAMBORI,hogar y decoracion,"artesania, ceramica, regalos y bazar",-1,-1,estebancasco@hotmail.es,-1,Peniscola,-1,-1
FARMACIA Ma JOSE SALES ESCRIG,salud y belleza,farmacias y parafarmacias,964489811,-1,-1,-1,Peniscola,-1,-1
CARNES ROS II - PATOS,alimentacion,alimentacion en general,964489621,-1,-1,-1,Peniscola,-1,-1
GALERIAS SENEGAL,moda y complementos,moda y complementos en general,-1,-1,-1,-1,Peniscola,-1,-1
ASSESSORAMENT MAESTRAT S.L.,finanzas y gestion,gestorias-asesorias,-1,-1,-1,-1,Peniscola,-1,-1
CERAMICAS YVAN,hogar y decoracion,"artesania, ceramica, regalos y bazar",964489139,-1,-1,-1,Peniscola,-1,-1
ALIMENTACION ROVIRA,alimentacion,alimentacion en general,964481252,-1,-1,-1,Peniscola,-1,-1
TANGHERINA ZAPATOS,"ocio, deportes y aficiones",alquiler de peliculas y videojuegos,-1,652086620,-1,www.zapatostangherina.es,Peniscola,-1,-1
NIVOLA,hogar y decoracion,"artesania, ceramica, regalos y bazar",964480465,-1,-1,-1,Peniscola,-1,-1
FARMACIA ANA C. SALVADOR BAYARRI,salud y belleza,farmacias y parafarmacias,964480053,-1,-1,-1,Peniscola,-1,-1
LIBRERIA PRENSA PARIS,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",964480018,-1,info@libreriaparis.es,www.libreriaparis.es,Peniscola,-1,-1
PANADERIA MORENTE,alimentacion,pan y pasteleria,964480522,-1,morenteanicetopasteleros@hotmail.com,-1,Peniscola,-1,-1
AGENCE,finanzas y gestion,servicios inmobiliarios,-1,-1,-1,www.angencedelattre.com,Peniscola,-1,-1
AMELIA CAMISETAS,moda y complementos,moda y complementos en general,964481934,-1,-1,-1,Peniscola,-1,-1
AUTO EDUARDO Y RAMON,vehiculos,mantenimiento y reparacion de vehiculos,964481013,-1,auto_eduardo@hotmail.com,www.autoeduardo.com,Peniscola,-1,-1
ARTICULOS DE PLAYA LOPI,hogar y decoracion,"artesania, ceramica, regalos y bazar",964480353,-1,calzadoslopi@hotmail.com,-1,Peniscola,-1,-1
FELIU BELTRAN S.L.,alimentacion,alimentacion en general,964482248,-1,-1,-1,Peniscola,-1,-1
LA TIENDA DE LAS CAMISETAS,moda y complementos,moda y complementos en general,964480989,-1,latiendadelascamisetas@hotmail.com,-1,Peniscola,-1,-1
TERRA & MAR EXCURSIONES PENISCOLA,servicios,servicios profesionales,-1,-1,peniscolaterraymar@gmail.com,peniscolaterraymar.com,Peniscola,-1,-1
CLINICA VETERINARIA PENISCOLA,"flores, jardineria y animales",mascotas y accesorios,964480509,-1,clinicaveterinariapeniscola@gmail.com,www.veterinariapeniscola.es,Peniscola,-1,-1
INCOMING MARE NOSTRUM,servicios,agencias de viaje,-1,-1,-1,www.imarenostrum.es,Peniscola,-1,-1
REGALS MARIAN CASTELL,hogar y decoracion,"artesania, ceramica, regalos y bazar",-1,630810572,mariancas63@gmail.com,-1,Peniscola,-1,-1
AZAHAR BICICLETAS,"ocio, deportes y aficiones",material deportivo,-1,692837100,spanien14@freenet.de,www.bicispeniscola.com,Peniscola,-1,-1
PELUQUERIA CASTANO,salud y belleza,peluquerias y salones de belleza,964480577,-1,-1,-1,Peniscola,-1,-1
LA BRUJA,hogar y decoracion,"artesania, ceramica, regalos y bazar",-1,610306642,abanicosairearte@hotmail.com,www.camaracs.es/labruja,Peniscola,-1,-1
CERRAJERO JOSE MANUEL,servicios,servicios profesionales,-1,659967047,cerrajeropeniscola@gmail.com,www.cerrajerospeniscola.com,Peniscola,-1,-1
BARBERIA FAISSAL,salud y belleza,peluquerias y salones de belleza,-1,631286332,faissal-bouchiha@hotmail.com,-1,Peniscola,-1,-1
HABITAT COSTA S.L.,finanzas y gestion,servicios inmobiliarios,964467560,-1,info@habitatcosta.es,www.habitatcosta.es,Peniscola,-1,-1
ALQUILERES PENISCOLA S.L.U,finanzas y gestion,servicios inmobiliarios,964482065,-1,direccion@alpen1.com,www.alpen1.com,Peniscola,-1,-1
LA TEMPLANZA,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",964481924,-1,elrincondelatamplanza@hotmail.com,-1,Peniscola,-1,-1
CLINICA EUROVET,"flores, jardineria y animales",mascotas y accesorios,964784983,-1,clinica.eurovet@gmail.com,www.clinicaeurovet.com,Peniscola,-1,-1
OBRADOR DE COCINA CASERA CELIA,hosteleria y turismo,comidas para llevar,964489244,-1,-1,-1,Peniscola,-1,-1
PROCOIM INMOBILIARIA,finanzas y gestion,servicios inmobiliarios,964480626,-1,-1,www.procoim.com,Peniscola,-1,-1
COLUMBRETES,hosteleria y turismo,comidas para llevar,964480592,-1,-1,-1,Peniscola,-1,-1
JBM SERVICIOS INMOBILIARIOS,finanzas y gestion,servicios inmobiliarios,902500884,-1,-1,www.jbm.com.es,Peniscola,-1,-1
REGALS SUREDA,hogar y decoracion,"artesania, ceramica, regalos y bazar",964489065,-1,suredaregals@gmail.com,-1,Peniscola,-1,-1
MARIA RIERA ESTUDIO DE BELLEZA Y MAQUILLAJE PROFESIONAL,salud y belleza,peluquerias y salones de belleza,-1,637058266,mariariera.cuip@hotmail.com,-1,Peniscola,-1,-1
NOVA OPTICA,salud y belleza,opticas,964109387,-1,info@novaopticapeniscola.es,www.novaopticapeniscola.com,Peniscola,-1,-1
ALO LOW COST,"informatica, imagen y sonido",telefonia y telecomunicaciones,-1,-1,alolowcost@gmail.com,-1,Peniscola,-1,-1
DRAYZA PENISCOLA S.L.,finanzas y gestion,servicios inmobiliarios,964482200,-1,-1,www.drayza.com,Peniscola,-1,-1
RESTAURANTE MOLI DE LA REIXA,hosteleria y turismo,restaurantes,964604067,637812410,-1,-1,Onda,-1,-1
(Puesto 38) FLORATROPIC,"flores, jardineria y animales","floristeria, jardineria y productos agricolas",-1,619033006,amparoprats@gmail.com,-1,Onda,-1,-1
CHUSKY'S BAR,hosteleria y turismo,bar-cafeteria,-1,642021905,nessygs84@gmail.com,-1,Onda,-1,-1
Bar La Mary,hosteleria y turismo,bar-cafeteria,-1,642826534,any08mary@icloud.com,-1,Onda,-1,-1
OHANA PIZZERIA,hosteleria y turismo,comidas para llevar,964196331,677027759,chemajimenez87@gmail.com,-1,Onda,-1,-1
ASADOR DONDE LOLA,hosteleria y turismo,restaurantes,-1,625104642,raulsenent@hotmail.com,-1,Onda,-1,-1
RESTAURANTE BAR APEADERO,hosteleria y turismo,bar-cafeteria,964626037,-1,-1,-1,Onda,-1,-1
THE BONSAI,hosteleria y turismo,bar-cafeteria,-1,633558930,martagarciaroldan4@gmail.com,-1,Onda,-1,-1
SUK I PA,hosteleria y turismo,comidas para llevar,-1,623265827,sukipaonda@gmail.com,-1,Onda,-1,-1
DELICIOUS BURGUER,hosteleria y turismo,bar-cafeteria,-1,611681287,yecapa2015@gmail.com,-1,Onda,-1,-1
L'ANTIGA CAMARA,hosteleria y turismo,bar-cafeteria,-1,697540156,arastie_17@hotmail.com,-1,Onda,-1,-1
EL CHIRINGUITO,hosteleria y turismo,bar-cafeteria,-1,670333080,-1,-1,Onda,-1,-1
RESTAURANTE LAS PISCINAS,hosteleria y turismo,restaurantes,-1,642598179,angelescudero@gmail.com,-1,Onda,-1,-1
CAFETERIA DULCI BEA,hosteleria y turismo,heladeria-horchateria,-1,687701321,beabzf@yahoo.es,-1,Onda,-1,-1
MI BELLO FIRULAIS,salud y belleza,peluquerias y salones de belleza,-1,686640032,ELSAFF91@GMAIL.COM,-1,Onda,-1,-1
EL FORN GASTROBAR,hosteleria y turismo,restaurantes,-1,662008812,yuly79@yahoo.com,-1,Onda,-1,-1
4CANTONS,hosteleria y turismo,bar-cafeteria,964603532,652351090,danieladani28@yahoo.com,-1,Onda,-1,-1
CAFETERIA CREPRERIA LLOOLY,hosteleria y turismo,heladeria-horchateria,-1,606612651,lloolyonda@gmail.com,-1,Onda,-1,-1
PELUQUERIA KARIM,salud y belleza,peluquerias y salones de belleza,-1,685592313,-1,-1,Onda,-1,-1
L'aixeta,hosteleria y turismo,bar-cafeteria,-1,689670150,-1,-1,Onda,-1,-1
BAR CAFETERIA CASA FINA,hosteleria y turismo,bar-cafeteria,-1,687586447,barcasafina@hotmail.com,-1,Onda,-1,-1
TURQIA KEBAB ONDA,hosteleria y turismo,bar-cafeteria,-1,632402070,-1,-1,Onda,-1,-1
EL PLA GASTRO BAR,hosteleria y turismo,bar-cafeteria,-1,641725213,-1,-1,Onda,-1,-1
RESTAURANTE AUTOVIA,hosteleria y turismo,restaurantes,-1,650511389,info@restauranteautovia.com,-1,Onda,-1,-1
RESTAURANTE SIS QUARTS,hosteleria y turismo,restaurantes,964626001,-1,solemilla@hotmail.com,-1,Onda,-1,-1
RESTAURANTE HERMANOS NAVARRO,hosteleria y turismo,restaurantes,964626070,-1,restaurantenavarro@restaurantenavarro.es,-1,Onda,-1,-1
SALON DIAMANTE,hosteleria y turismo,restaurantes,-1,642254089,rsalondiamante@gmail.com,-1,Onda,-1,-1
MOTEL SSSH,hosteleria y turismo,"hoteles, hostales y pensiones",964626096,-1,reservas@shhhmotel.com,www.shhhmotel.com,Onda,-1,-1
BAR RESTAURANTE CASA CARMEN,hosteleria y turismo,bar-cafeteria,-1,622694019,alexistejeroromero@gmail.com,-1,Onda,-1,-1
RESTAURANTE EL COLOMER,hosteleria y turismo,restaurantes,964604213,-1,-1,-1,Onda,-1,-1
PURA MAGIA SL,hosteleria y turismo,bar-cafeteria,964600980,-1,-1,-1,Onda,-1,-1
ACADEMIA DE INGLES LA CITY,servicios,"servicios de formacion (autoescuelas, academias...)",-1,637490733,yovoyalacity@gmail.com,www.academialacity.es,Onda,-1,-1
ASADOR AVENIDA,hosteleria y turismo,restaurantes,-1,620941820,-1,-1,Onda,-1,-1
MANA BAR,hosteleria y turismo,bar-cafeteria,964918777,674248292,danirc1983@gmail.com,-1,Onda,-1,-1
CERVANTES GARTRO BAR,hosteleria y turismo,restaurantes,-1,666162698,sitral86@gmail.com,-1,Onda,-1,-1
CAFETERIA MIRELA,hosteleria y turismo,bar-cafeteria,-1,658097444,jogovalero@gmail.com,-1,Onda,-1,-1
CAFE I MES,hosteleria y turismo,bar-cafeteria,-1,652961699,evampallares@hotmail.com,-1,Onda,-1,-1
BRIET'S GASTROBAR,hosteleria y turismo,restaurantes,-1,674948288,brietsrte@gmail.com,-1,Onda,-1,-1
300 TORRES COMIDA PARA LLEVAR,alimentacion,alimentacion en general,-1,643551455,en300torres@gmail.com,-1,Onda,-1,-1
(Puesto 07) BAR EL MERCAT,hosteleria y turismo,bar-cafeteria,-1,645507496,mercedesedoandreu1977@gmail.com,-1,Onda,-1,-1
TASCA ROCIO,hosteleria y turismo,bar-cafeteria,-1,66363363,-1,-1,Onda,-1,-1
BAR AZAHAR,hosteleria y turismo,bar-cafeteria,-1,643824020,-1,-1,Onda,-1,-1
CIM BAR,hosteleria y turismo,bar-cafeteria,964193054,-1,-1,-1,Onda,-1,-1
SALONES PRINCESA,hosteleria y turismo,restaurantes,964771090,-1,info@salonesprincesa.net,www.salonesprincesa.net,Onda,-1,-1
BAR CASA ANA,hosteleria y turismo,bar-cafeteria,-1,607640223,anamartaivi@gmail.com,-1,Onda,-1,-1
BAR AVENIDA DEL MAR,hosteleria y turismo,bar-cafeteria,-1,645930244,carlosmiguelmacias.ccm@gmail.com,-1,Onda,-1,-1
(Puesto 10) SERVICIOS MUNOZ SL,hogar y decoracion,fontaneria,-1,627633817,oficina@serviciosmunoz.com,-1,Onda,-1,-1
COALIMENT ONDA,alimentacion,supermercados,-1,670398403,sumaen2@yahoo.es,-1,Onda,-1,-1
COALIMENT ONDA,alimentacion,supermercados,-1,670398403,sumaen2@yahoo.es,-1,Onda,-1,-1
LLIRI RIOS NUTRICION,salud y belleza,herboristerias y dietetica,-1,621200214,lliririosnutricionclinica@gmail.com,-1,Onda,-1,-1
CONSUM ONDA,alimentacion,supermercados,964770253,-1,-1,www.aonsum.es,Onda,-1,-1
SALO DE BELLESSA PENTINA'T,salud y belleza,peluquerias y salones de belleza,-1,656524017,marigallardobueno@gmail.com,-1,Onda,-1,-1
LELE LERELE,"ocio, deportes y aficiones",juguetes y articulos de fiesta,-1,627583676,lelelerele@hotmail.com,-1,Onda,-1,-1
TANATORIO ONDA,servicios,servicios funerarios,964600996,659488542,tanatorioonda@gmail.com,-1,Onda,-1,-1
MIMITOS,moda y complementos,moda infantil y puericultura,-1,686962708,administracion@santularia.com,-1,Onda,-1,-1
PELUQUERIA NOEMI,salud y belleza,peluquerias y salones de belleza,-1,650053826,noemiepl24@gmail.com,-1,Onda,-1,-1
AZARES,tabaco y loterias,loterias y apuestas,964833338,687496661,manuelnavarrosanchis@gmail.com,-1,Onda,-1,-1
SUMA ONDA,alimentacion,alimentacion en general,-1,633046023,sumaonda.comercial@gmail.com,-1,Onda,-1,-1
EL JARDIN DE ELENA,"flores, jardineria y animales","floristeria, jardineria y productos agricolas",-1,679810305,eljardindeelenafloristeria@gmail.com,-1,Onda,-1,-1
BLANCA TORRES PELUQUERIA,salud y belleza,peluquerias y salones de belleza,-1,682462535,blancatorresmarti@gmail.com,-1,Onda,-1,-1
ESTETICA PATRICIA INIESTA,salud y belleza,peluquerias y salones de belleza,-1,620583878,patricia.iniesta.6@gmail.com,-1,Onda,-1,-1
LA COPIONA,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,622001517,lauralacopiona@gmail.com,-1,Onda,-1,-1
SANUBE,salud y belleza,herboristerias y dietetica,-1,627821509,sanubi.cuidatulinea@gmail.com,-1,Onda,-1,-1
CENTRO PEDAGOGICO Y ACADEMICO APRENDER Y ENSENAR,servicios,"servicios de formacion (autoescuelas, academias...)",-1,645753283,centropedagogicoyacademico@gmail.com,-1,Onda,-1,-1
ANA CATALAN ESTILISTA,salud y belleza,peluquerias y salones de belleza,964600002,695931084,anaisabelcatalanguinon@gmail.com,-1,Onda,-1,-1
PELUQUERIA PARIS,salud y belleza,peluquerias y salones de belleza,-1,666831814,mihailamiaiahila200@gmail.com,-1,Onda,-1,-1
MODA Y COMPLEMENTOS GARCIA SENORA,moda y complementos,moda mujer,-1,606735450,belenjimenezgarcia@gmail.com,-1,Onda,-1,-1
COLCHONES D' ENSUENO,hogar y decoracion,muebles,-1,670754518,colchonesdensuenyo@hotmail.com,-1,Onda,-1,-1
PELUQUERIA ENREDOS,salud y belleza,peluquerias y salones de belleza,-1,600656651,enredospeluqueria.onda@gmail.com,-1,Onda,-1,-1
ELECTRODOMESTICOS CON TARA,"informatica, imagen y sonido",electrodomesticos y electronica en general,-1,632473689,ouamonda32@gmail.com,-1,Onda,-1,-1
FLAMINGO MODA,moda y complementos,moda mujer,-1,625090808,modaveronic@gmail.com,-1,Onda,-1,-1
ESPAI SERVEIS INMOBILIARIS,finanzas y gestion,servicios inmobiliarios,96460384,-1,espai@espaigestio.com,www.espaigestio.com,Onda,-1,-1
Comestibles Bernia,alimentacion,bebidas,964600075,671251822,ximoberniag@gmail.com,-1,Onda,-1,-1
CARNICAS IBANEZ,alimentacion,carnes / embutidos / huevos,964600817,601366843,carnicasjmi@gmail.com,-1,Onda,-1,-1
NOVA BOUTIQUE,moda y complementos,moda y complementos en general,-1,661630840,novaboutiqueonda@gmail.com,-1,Onda,-1,-1
FARMACIA HNAS. GIMENO,salud y belleza,farmacias y parafarmacias,964601123,-1,gimenosilvestrefarmacia@gmail.com,-1,Onda,-1,-1
FARMACIA ISABEL GUAL,salud y belleza,farmacias y parafarmacias,964600240,-1,isabelgual@hotmail.es,-1,Onda,-1,-1
ECO-PIEZAS,mayoristas,mayoristas (otros),964565588,-1,noelia@eco-piezas.com,www.eco-piezas.com,Onda,-1,-1
HIDROMASAJES ECA,hogar y decoracion,fontaneria,964063672,-1,monicahidromasajes@gmail.com,www.hidromasajeseca.com,Onda,-1,-1
INGENIERIA Y URBANISMO DEL MEDIT. SL,servicios,"construccion, instalaciones y mantenimiento",964602277,650100909,raulvelez@iumed.es,-1,Onda,-1,-1
NENECER SL,finanzas y gestion,gestorias-asesorias,964771000,-1,consultoraondense@gmail.com,-1,Onda,-1,-1
DIETINOVA,salud y belleza,herboristerias y dietetica,-1,628643365,dietinova@hotmail.com,-1,Onda,-1,-1
Joan Varella Cerda,"informatica, imagen y sonido",electrodomesticos y electronica en general,-1,626580149,joanvarella@gmail.com,-1,Onda,-1,-1
BON-FUSTER SL,hogar y decoracion,carpinteria,964603938,653940025,bonfuster@gmail.com,-1,Onda,-1,-1
CARPINTERIA JUIPE SL,hogar y decoracion,carpinteria,964600690,617815085,juipe@hotmail.com,-1,Onda,-1,-1
CRISTALERIA JOSE MARTINEZ,hogar y decoracion,cuadros y enmarcaciones,964600633,630440463,cristaljmartinez@hotmail.com,-1,Onda,-1,-1
ARQUICERAMICA Y DECORACION SL,hogar y decoracion,material de construccion,964631884,-1,rosa@arquiceramica.com,-1,Onda,-1,-1
BIGMAT ONDA,servicios,"construccion, instalaciones y mantenimiento",964776014,-1,cconda@bigmat.es,-1,Onda,-1,-1
TALLERES FELIX FERNANDEZ SL,vehiculos,mantenimiento y reparacion de vehiculos,-1,653947057,felixfernandezrodriguez@hotmail.com,-1,Onda,-1,-1
TALLERES VIOPA SL,vehiculos,mantenimiento y reparacion de vehiculos,964604661,-1,talleresviopa@gmail.com,-1,Onda,-1,-1
XAPA COLOR D AUTOS SL,vehiculos,mantenimiento y reparacion de vehiculos,964604072,630083845,taller@xapacolor.com,-1,Onda,-1,-1
TALLERES ELS BESSONS SL,vehiculos,mantenimiento y reparacion de vehiculos,964770335,600628461,tallereselsbessons@gmail.com,-1,Onda,-1,-1
MECANICA LUCIANO SL,vehiculos,mantenimiento y reparacion de vehiculos,-1,642216778,blajlucian231@yahoo.com,-1,Onda,-1,-1
JF MOTORS-HYUNDAI,vehiculos,mantenimiento y reparacion de vehiculos,964600284,-1,jfmotors.es@gmail.com,www.jfmotors.es/,Onda,-1,-1
ASV APLICACIONES Y SERVICIOS VERTICALES,servicios,"construccion, instalaciones y mantenimiento",964601627,657415545,asverticals@gmail.com,-1,Onda,-1,-1
CHAPIONDA SL,vehiculos,mantenimiento y reparacion de vehiculos,964600658,670271583,chapionda@hotmail.es,-1,Onda,-1,-1
TALLERES PIQUER,vehiculos,mantenimiento y reparacion de vehiculos,-1,600701573,davidpiquer92@gmail.com,-1,Onda,-1,-1
TALLERES AUTODESAN S.L.,vehiculos,mantenimiento y reparacion de vehiculos,964770715,626773556,administracion@autodesan.es,-1,Onda,-1,-1
AGENCIA REALE,finanzas y gestion,seguros,964771417,658654359,ar.onda@reale.es,-1,Onda,-1,-1
M. VAQUERO SEGUROS,finanzas y gestion,seguros,964770073,-1,miguel.vaquero@agencia.axa-seguros.es,www.axa.es/oficina/719136-mvaquero-seguros-sas-sl,Onda,-1,-1
TROKEL PUBLICIDAD,servicios,"publicidad, marketing y eventos",-1,685542333,noesntu@yahoo.es,-1,Onda,-1,-1
KIOSCO TRES CULTURAS D' ONDA CB,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,696077031,antonio.cuadros@hotmail.es,-1,Onda,-1,-1
MOU-TE FISIOTERAPIA AVANCADA,salud y belleza,"servicios medicos (clinicas, ortopedia...)",964771872,-1,moute.fisio@gmail.com,-1,Onda,-1,-1
CENTECO COOP.,finanzas y gestion,gestorias-asesorias,964524112,-1,vvilarroig@centeco.es,www.centeco.es,Onda,-1,-1
ANGISA ONDA,hogar y decoracion,pinturas,964743580,-1,pinturasangisa@hotmail.com,www.pinturasangisa.com,Onda,-1,-1
PISOS DE CASTELLON,finanzas y gestion,servicios inmobiliarios,-1,696861336,Cande@pisosdeCastellon.com,-1,Onda,-1,-1
MOVIL SPA,"informatica, imagen y sonido",electrodomesticos y electronica en general,964637434,-1,movilspaonda@gmail.com,-1,Onda,-1,-1
MODA Y COMPLEMENTOS GARCIA CABALLERO,moda y complementos,moda hombre,-1,606735450,belenjimenezgarcia@gmail.com,-1,Onda,-1,-1
PELUQUERIA MIL ESTILS,salud y belleza,peluquerias y salones de belleza,-1,622921101,mgc9211@gmail.com,-1,Onda,-1,-1
LAVANDERIA OPEN WASH,servicios,lavanderias,-1,634340608,nourdinfaxito@hotmail.com,-1,Onda,-1,-1
LA BOUTIQUE DE LA ROSQUILLETA,alimentacion,pan y pasteleria,-1,607293081,belensales@outlook.es,-1,Onda,-1,-1
