Nombre,URL,Categoría,Subcategoría,Dirección,Tlf Fijo,Tlf Móvil,Mail,Mail Genérico,Mail Dominio,Web,Certificado,WordPress,Versión WP,Cuerpo Mail Hecho,Puntuación,Cuerpo Mail,Localidad
JAMONES GARCERAN SL,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/jamones-garceran-sl,alimentacion,carnes / embutidos / huevos,-1,964710744,-1,regina@jamonesgarceran.es,no,jamonesgarceran,-1,-1,-1,-1,-1,-1,-1,Segorbe
CD. SEGRODENT.CB,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/cd-segrodentcb,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,-1,640352574,asobrinop@hotmail.com,si,outlook/hotmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
VIAJES VIBLIA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/viajes-viblia,servicios,agencias de viaje,-1,964713050,658364952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
ZETA TATTOO,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/zeta-tattoo,servicios,servicios profesionales,-1,-1,669533923,zetatattoo.ink@gmail.com,si,gmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
INMOBILIARIA ESPADAN,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/inmobiliaria-espadan-2,finanzas y gestion,servicios inmobiliarios,-1,964714058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
"Jardin de la Infancia, Ntra.Sra. De la Esperanza",https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/jardin-infancia-ntrasra-esperanza,servicios,"servicios de formacion (autoescuelas, academias...)",-1,-1,665115877,jardindeinfancialaesperanza1@gmail.com,si,gmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
HNIS. ENRIQUE FERNANDEZ,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/hnis-enrique-fernandez,vehiculos,mantenimiento y reparacion de vehiculos,-1,964710333,-1,hnor.enrique@gmail.com,si,gmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
ORTOPEDIA TECNICA ALTO PALANCIA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/ortopedia-tecnica-alto-palancia,salud y belleza,opticas,-1,-1,620023332,anvillu@hotmail.com,si,outlook/hotmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
BRICODEC GIMENEZ,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/bricodec-gimenez-2,hogar y decoracion,pinturas,-1,-1,669192710,bricodec@bricodec.com,no,bricodec,-1,-1,-1,-1,-1,-1,-1,Segorbe
FOUAD EAHJRAOUI,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/fouad-eahjraoui,salud y belleza,peluquerias y salones de belleza,-1,-1,632923255,fouadhajbah@hotmail.com,si,outlook/hotmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
"LAURA SERRA, CLINICA DENTAL",https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/laura-serra-clinica-dental,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,-1,673892050,info@lauraserra.dental,no,lauraserra,-1,-1,-1,-1,-1,-1,-1,Segorbe
FRUTAS Y VERDURAS,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/frutas-y-verduras-3,alimentacion,frutas y verduras,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
MI SALONCITO MARIA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/mi-saloncito-maria,salud y belleza,peluquerias y salones de belleza,-1,-1,651994981,maria.lara.abad@gmail.com,si,gmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
AUTOESCUELA REPRIS,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/autoescuela-repris,servicios,"servicios de formacion (autoescuelas, academias...)",-1,-1,629394946,autoescuelarepris@gmail.com,si,gmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
PELUQUERIA EL GREMIO,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/peluqueria-gremio,salud y belleza,peluquerias y salones de belleza,-1,-1,659097086,fanylizana@hotmail.com,si,outlook/hotmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
Nuwa Essence,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/nuwa-essence,salud y belleza,peluquerias y salones de belleza,-1,-1,664117075,nicoletaraduradu@hotmail.com,si,outlook/hotmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
Yolanda Estilistas,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/yolanda-estilistas,salud y belleza,peluquerias y salones de belleza,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
BEAUTY BY DIA S.L.,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/beauty-by-dia-sl,drogueria - perfumeria,perfumeria especializada y belleza,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
PELUQUERIA VERONICA NAVARRO,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/peluqueria-veronica-navarro,salud y belleza,peluquerias y salones de belleza,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
Peluqueria Vicen,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/peluqueria-vicen-7,salud y belleza,peluquerias y salones de belleza,-1,-1,686329231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
Carniceria La Santa Colon,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-santa-colon,alimentacion,carnes / embutidos / huevos,-1,964710272,-1,embutidoslasanta@hotmail.com,si,outlook/hotmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
Carniceria La Santa Avenida,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-santa-avenida,alimentacion,carnes / embutidos / huevos,-1,964713466,-1,embutidoslasanta@hotmail.com,si,outlook/hotmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
Colon 22,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/colon-22,alimentacion,carnes / embutidos / huevos,-1,-1,629265315,anagp1967@yahoo.es,si,yahoo,-1,-1,-1,-1,-1,-1,-1,Segorbe
Centro De Estetica Irene,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/centro-estetica-irene,salud y belleza,peluquerias y salones de belleza,-1,-1,687367475,-segorbe@hotmail.com,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
LA BUENA IMPRESION,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/la-buena-impresion,"ocio, deportes y aficiones",juguetes y articulos de fiesta,-1,964132132,-1,hola@labuenaimpresion.com,no,labuenaimpresion,-1,-1,-1,-1,-1,-1,-1,Segorbe
Joyeria Marval,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/joyeria-marval,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",-1,964712400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
JUAMILIMP S.L.,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/juamilimp-sl,servicios,lavanderias,-1,-1,635262836,info@juamilimp.es,no,juamilimp,-1,-1,-1,-1,-1,-1,-1,Segorbe
GOMILANDIA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/gomilandia,"ocio, deportes y aficiones",juguetes y articulos de fiesta,-1,964744441,-1,ejulia.julia8@gmail.com,si,gmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
LLAVE MAESTRA RED INMOBILIARIA SLU,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/llave-maestra-red-inmobiliaria-slu,finanzas y gestion,servicios inmobiliarios,-1,-1,609657012,segorbe@llavemaestra.es,no,llavemaestra,-1,-1,-1,-1,-1,-1,-1,Segorbe
AQUI ME QUEDO,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/aqui-me-quedo,hosteleria y turismo,bar-cafeteria,-1,964043018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
CORTINAJES PEREZ SORIANO,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/cortinajes-perez-soriano,hogar y decoracion,textil hogar,-1,964710451,-1,-1,-1,-1,www.competic.escortinajes_perezsoriano,-1,-1,-1,-1,-1,-1,Segorbe
"ANTONYMAN TEJIDOS, S.L.",https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/antonyman-tejidos-sl-2,hogar y decoracion,textil hogar,-1,964712964,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
"RIEGOS UNOZ, S. L.",https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/riegos-unoz-s-l-2,"flores, jardineria y animales","floristeria, jardineria y productos agricolas",-1,964713648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
JOSE MIGUEL ESCRICH USINA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/auto-escrich-recambios,vehiculos,recambios,-1,964713701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
VERONICA MILLAN GIMENO,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/veronica-millan-gimeno,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
TANATORIO ALTO PALANCIA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/tanatorio-alto-palancia-2,servicios,servicios funerarios,-1,964710389-962610191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
ADMON. DE LOTERIAS DE SEGORBE,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/admon-loterias-segorbe-2,tabaco y loterias,loterias y apuestas,-1,964710416,-1,-1,-1,-1,www.loteriasegorbe.com,-1,-1,-1,-1,-1,-1,Segorbe
TORRES ITURREGUI,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/torres-iturregui,hogar y decoracion,material de construccion,-1,964710239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
F.T. BROKER S.L.,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/ft-broker-sl,finanzas y gestion,seguros,-1,-1,609009025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
SEGUROS AMADEO VIDAL GIL S.L. (MAPFRE),https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/seguros-amadeo-vidal-gil-sl-mapfre-2,finanzas y gestion,seguros,-1,964713581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
ROYO JOYERIA RELOJERIA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/joyeria-royo-2,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",-1,964712002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
PESCADOS Y MARISCOS MACIAN,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/pescados-y-mariscos-macian-2,alimentacion,pescados y mariscos,-1,-1,635553059,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
REFUGIO TASCA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/refugio,hosteleria y turismo,bar-cafeteria,-1,964712903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
BLANKA PELUQUERIA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/blanka-peluqueria,salud y belleza,peluquerias y salones de belleza,-1,964712268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
TELECOMUNICACION PHONEMOVIL (MOVISTAR),https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/telecomunicacion-phonemovil-movistar,"informatica, imagen y sonido",telefonia y telecomunicaciones,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
MARILYN NAILS,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/marilyn-nails,salud y belleza,peluquerias y salones de belleza,-1,-1,66350401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
HORNO Y PASTELERIA RAMON SAEZ AUCEJO,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-ramon-saez-aucejo,alimentacion,pan y pasteleria,-1,964710807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
TALLER DE REPARACION DE MAQUINARIA DE ELEVACION,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/taller-reparacion-maquinaria-elevacion,servicios,"construccion, instalaciones y mantenimiento",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
Radio A medida,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/radio-medida,servicios,"publicidad, marketing y eventos",-1,964710633,675947263,info@imprentatenas.es,no,imprentatenas,-1,-1,-1,-1,-1,-1,-1,Segorbe
"SPRINT HOSTELERIA E INDUSTRIA, S. L.",https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/sprint-hosteleria-e-industria-s-l,moda y complementos,moda y complementos en general,-1,964711888,-1,proyectos@sprintsl.es,no,sprintsl,-1,-1,-1,-1,-1,-1,-1,Segorbe
SEGORBE SALUD,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/segorbe-salud,salud y belleza,peluquerias y salones de belleza,-1,-1,629502335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
PIZZERIA LOS ANGELES,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/pizzeria-angeles,hosteleria y turismo,restaurantes,-1,964713710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
TV ALTO PALANCIA S.L.,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/tv-alto-palancia-sl,servicios,"publicidad, marketing y eventos",-1,964712558,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
CENTRO ESTETICA PAULA NAVARRO,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/centro-estetica-paula-navarro,salud y belleza,peluquerias y salones de belleza,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
"PROMOCIONES INMOBILIARIAS SIERRA IV, S. L.",https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/promociones-inmobiliarias-sierra-iv-s-l,finanzas y gestion,servicios inmobiliarios,-1,964714000,-1,-1,-1,-1,www.gruposierra.es,-1,-1,-1,-1,-1,-1,Segorbe
ELECTRODOMESTICOS AUCEJO,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/electrodomesticos-aucejo,"informatica, imagen y sonido",electrodomesticos y electronica en general,-1,964711162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
BERTOLIN FERRETERIA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/bertolin-ferreteria,hogar y decoracion,ferreteria,-1,964711256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
POLLOS PLANES,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/pollos-planes-3,alimentacion,carnes / embutidos / huevos,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
PUB XUBUKT,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/pub-xubukt,hosteleria y turismo,pubs y discotecas,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
CLINICA ODONTOLOGICA 19 DE MARZO SLP,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/clinica-odontologica-19-marzo-slp,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
LA CASA DE LAS OLIVAS,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/la-casa-olivas,alimentacion,encurtidos / frutos secos / aperitivos,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
"DIGIMAG EMPRESAS, S. L.",https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/digimag-empresas-s-l,"informatica, imagen y sonido",informatica y consolas,-1,964713006,-1,info.delkas@gmail.com,si,gmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
ELECTRODOMESTICOS JOSE PORCAR,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/electrodomesticos-jose-porcar,"informatica, imagen y sonido",electrodomesticos y electronica en general,-1,964711848,-1,-1,-1,-1,www.electrodomesticos-segorbe-joseporcar.com,-1,-1,-1,-1,-1,-1,Segorbe
FARMACIA Ma TERESA CAROT MARQUES,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/farmacia-m-teresa-carot-marques,salud y belleza,farmacias y parafarmacias,-1,964710608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
"HERMANOS LARA, C. B.",https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/hermanos-lara-c-b,alimentacion,carnes / embutidos / huevos,-1,964710943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
VIAJES ALEGRE,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/viajes-alegre,servicios,agencias de viaje,-1,964132190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
AUTOESCUELA ALCAIDE S.L.,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/autoescuela-alcaide-sl,servicios,"servicios de formacion (autoescuelas, academias...)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
CICLOESPAI,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/cicloespai,vehiculos,compra-venta de vehiculos,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
COLCHONES Y MUEBLES AGUSTIN MORRO C.B.,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/colchones-y-muebles-agustin-morro,hogar y decoracion,muebles,-1,964710556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
"MATERIALES DE CONSTRUCCION ALPAGRES, S. L.",https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/materiales-construccion-alpagres-s-l,hogar y decoracion,material de construccion,-1,964132123,-1,-1,-1,-1,www.alpagres.com,-1,-1,-1,-1,-1,-1,Segorbe
FLORES RAMON -MUNDO JARDIN,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/flores-ramon-mundo-jarin,"flores, jardineria y animales","floristeria, jardineria y productos agricolas",-1,964713273,-1,-1,-1,-1,www.mundojardin.net,-1,-1,-1,-1,-1,-1,Segorbe
FARMACIA MARTA CASES,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/farmacia-marta-cases,salud y belleza,farmacias y parafarmacias,-1,964710608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
CARNICERIA LA SANTA (2),https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-peson,alimentacion,carnes / embutidos / huevos,-1,964710272,-1,comercial@jamonespeson.com,no,jamonespeson,-1,-1,-1,-1,-1,-1,-1,Segorbe
PAPELERIA LIBRERIA AVENIDA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/libreria-papeleria-samper,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,-1,-1,papelerialibreriavenida@gmail.com,si,gmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
FISIOPODOBALANCE S.L.,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/fisiopodobalance-sl,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
ESCUELA DE DANZA INMA MUNOZ,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/escuela-danza-inma-munoz,servicios,"servicios de formacion (autoescuelas, academias...)",-1,964868102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
MUEBLES L'ALCORA S.C.,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/muebles-lalcora-sc,hogar y decoracion,muebles,-1,964712445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
GENERALI SEGUROS,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/generali-seguros,finanzas y gestion,seguros,-1,964712577,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
FRUTAS BIELSA C.B. (I),https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/frutas-bielsa-cb-ii,alimentacion,frutas y verduras,-1,964711475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
DEPORTES MACARIO-ATMOSFERASPORT,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/deportes-macario,"ocio, deportes y aficiones",material deportivo,-1,964711047,-1,-1,-1,-1,www.atmosferasport.es,-1,-1,-1,-1,-1,-1,Segorbe
"LAS PASTAS DE LA ABUELA, ARTESANIA",https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/las-pastas-abuela-artesania-2,alimentacion,pan y pasteleria,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
SOMA INFORMATICA S.L.,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/soma-informatica,"informatica, imagen y sonido",informatica y consolas,-1,964713358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
DESMAR ELECTRODOMESTICOS,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/desmar-bricolaje,hogar y decoracion,ferreteria,-1,964712188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
La Marieta Carrica,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/la-marieta-carrica,hosteleria y turismo,bar-cafeteria,-1,-1,665961892,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
ESTETICA GEMMA MARTIN,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/centro-estetica-gemma-martin,salud y belleza,peluquerias y salones de belleza,-1,964712879,-1,-1,-1,-1,www.gemmamartin.es,-1,-1,-1,-1,-1,-1,Segorbe
CLINICA DENTAL SEGORBE S.L.,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/clinica-dental-segorbe-sl,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,964010343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
AVANZAMOS S.C.,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/avanzamos-sc,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
"MI COPIA Y GARNES, S. L.",https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/mi-copia-y-garnes-s-l,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964711000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
SALON DE BELLEZA VICTORIA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/salon-belleza-victoria,salud y belleza,peluquerias y salones de belleza,-1,964712040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
NEUMATICOS J.E. SPORT,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/neumaticos-je-sport,vehiculos,mantenimiento y reparacion de vehiculos,-1,-1,-1,-1,-1,-1,www.neumaticosjesport.es,-1,-1,-1,-1,-1,-1,Segorbe
CERRAJERIA RODRIGUEZ,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/cerrajeria-rodriguez-3,servicios,"construccion, instalaciones y mantenimiento",-1,964710469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
ZTATTOO,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/ztattoo,salud y belleza,peluquerias y salones de belleza,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
CONFECCIONES STYL J.E.,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/confecciones-styl-je-2,moda y complementos,moda y complementos en general,-1,964711285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
INFOBIT INFORMATICA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/infobit,"informatica, imagen y sonido",informatica y consolas,-1,964713064,-1,-1,-1,-1,www.infobit.es,-1,-1,-1,-1,-1,-1,Segorbe
CARNICERIA CASTILLO,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-castillo-4,alimentacion,carnes / embutidos / huevos,-1,964712000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
CUEVA SANTA PLASENCIA CARDABA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/cueva-santa-plasencia-cardaba,hogar y decoracion,decoracion e interiorismo,-1,-1,636170393,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
CASA BEBE,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/casa-bebe-2,moda y complementos,moda infantil y puericultura,-1,964713492,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
PELUQUERIA PAIPEL,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/peluqueria-paipel,salud y belleza,peluquerias y salones de belleza,-1,964711426,653757013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
AUTOESCUELA ALTO PALANCIA S.L.,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/autoescuela-alto-palancia-sl-2,servicios,"servicios de formacion (autoescuelas, academias...)",-1,964712297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
"TALLERES JUVIBAL, S. L.",https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/talleres-juvibal-s-l,vehiculos,compra-venta de vehiculos,-1,964711072,-1,talleresjuvibal@gmail.com,si,gmail,-1,-1,-1,-1,-1,-1,-1,Segorbe
FRUTERIA AGUA LIMPIA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/fruteria-agua-limpia,alimentacion,frutas y verduras,-1,-1,617399220,valos@citopic.es,no,citopic,-1,-1,-1,-1,-1,-1,-1,Segorbe
"SUMINISTROS INDUSTRIALES ALTO PALANCIA, S. L.",https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/suministros-industriales-alto-palancia-s-l-2,hogar y decoracion,ferreteria,-1,964711066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
TEJIDOS CLAVIJO,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/tejidos-clavijo,hogar y decoracion,textil hogar,-1,964710219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
ANDUEZA CARPINTERIA,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/andueza,hogar y decoracion,decoracion e interiorismo,-1,964710587,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
MUSICAL CAMPOS S.L.,https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/musical-campos,"ocio, deportes y aficiones",musica e instrumentos musicales,-1,964710052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
"PELUQUERIA KOLOR ESTILISTAS, C. B.",https://segorbe.comercioscomunitatvalenciana.com/es/comercios/view/peluqueria-kolor-estilistas-c-b,salud y belleza,peluquerias y salones de belleza,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Segorbe
