web-scraper-order,web-scraper-start-url,id_local,id_local-href,tlf,mail,web,web2,cat,subcat,Localidad
1683632200-2448,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/19,KIOSCO DOROTEA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/kiosco-dorotea,Teléfono964772314,Emailquioscodorotea@hotmail.com,,,"Papelería, librería y quioscos","Papelería, librería, prensa y quioscos",Onda
1683632203-2449,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/19,REGINA (EL PLA),https://onda.comercioscomunitatvalenciana.com/es/comercios/view/regina-el-pla,Teléfono964600639,Emaildrogueriaregina@hotmail.com,Webhttps://www.drogueriaregina.com,,Droguería - Perfumería,Perfumería especializada y belleza,Onda
1683632206-2450,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/19,REGINA (AVDA PAIS VALENCIA),https://onda.comercioscomunitatvalenciana.com/es/comercios/view/regina-avda-pais-valencia,Teléfono964600838,Emaildrogueriaregina@hotmail.com,Webhttps://www.drogueriaregina.com,,Droguería - Perfumería,Perfumería especializada y belleza,Onda
1683632209-2451,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/19,PASTELERIA PIQUER,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/pasteleria-piquer,Teléfono964600228,Emailmarianbines@gmail.com,,,Alimentación,Pan y pastelería,Onda
1683632212-2452,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/19,PAQUETERIA MARUJA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/paqueteria-maruja,Teléfono685816487,Emailpaqueteria.maruja@gmail.com,,,Moda y complementos,Mercería,Onda
1683632215-2453,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/19,KIOSCO PRADES,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/kiosco-prades,Teléfono964601609,Emailjesus.prades@mbha.com,,TECNOCOPI,"Papelería, librería y quioscos","Papelería, librería, prensa y quioscos",Onda
1683632218-2454,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/19,"PAPELERIA MAGOVI , SL (AVDA. CATALUÑA)",https://onda.comercioscomunitatvalenciana.com/es/comercios/view/papeleria-magovi-sl-avda-cataluna,Teléfono964600984,Emailpapeleriamagovi@gmail.com,,PAPELERIA LA REPRO,"Papelería, librería y quioscos","Papelería, librería, prensa y quioscos",Onda
1683632221-2455,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/19,PANADERIA PLACIDO (LA SAFONA),https://onda.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-placido-la-safona,Teléfono964604901,Emailplacidomartinezsalas@gmail.com,,PANADERIA MARTI,Alimentación,Pan y pastelería,Onda
1683632224-2456,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/19,PANADERIA PLACIDO (PLAZA MARIA CASES),https://onda.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-placido-plaza-maria-cases,Teléfono964770695,Emailplacidomartinezsalas@gmail.com,,PANADERÍA BALLESTER,Alimentación,Pan y pastelería,Onda
1683632230-2457,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/18,PANADERIA MARTI,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-marti,Teléfono695876508,Emailesther_plt8@hotmail.com,,PANADERIA PLACIDO (LA SAFONA),Alimentación,Pan y pastelería,Onda
1683632233-2458,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/18,PANADERIA J. MOMPLET,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-j-momplet,Teléfono964600342,Emailjma-cas@hotmail.com,,PANADERIA MARTI,Alimentación,Pan y pastelería,Onda
1683632236-2459,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/18,PANADERIA BOLLERIA CASTANY,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-bolleria-castany,Teléfono964604900,Emailluiscastanyfornes@yahoo.es,,PANADERIA BOLLERIA CASTANY,Alimentación,Pan y pastelería,Onda
1683632239-2460,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/18,PANADERIA BOLLERIA A. SEGURA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-bolleria-a-segura,Teléfono676791014,Emailsfranchnovella@gmail.com,,LA BOUTIQUE DE LA ROSQUILLETA,Alimentación,Pan y pastelería,Onda
1683632242-2461,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/18,PANADERÍA BALLESTER,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-ballester,Teléfono964772288,Emailpanaderiaballester@gmail.com,,PASTELERIA PALACIOS,Alimentación,Pan y pastelería,Onda
1683632245-2462,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/18,HORNO PIÑON,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/horno-pinon,Teléfono964604522,Emailcgimenopi@gmail.com,,PASTELERIA PIQUER,Alimentación,Pan y pastelería,Onda
1683632248-2463,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/18,PA I PASTISSOS JL GIMENO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/pa-i-pastissos-jl-gimeno-2,Teléfono964600289,Emailnuriabonache@yahoo.es,,,Alimentación,Pan y pastelería,Onda
1683632251-2464,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/18,PAPELERIA P DE PAPER,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/papeleria-p-paper,Teléfono964839651,Emailpdepaper@yahoo.es,,KIOSCO PRADES,"Papelería, librería y quioscos","Papelería, librería, prensa y quioscos",Onda
1683632254-2465,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/18,OPTICA NEBOT,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/optica-nebot,Teléfono964600609,Emailopticanebot@hotmail.es,,,Salud y belleza,Ópticas,Onda
1683632257-2466,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/18,"ONDAFONT, S.L",https://onda.comercioscomunitatvalenciana.com/es/comercios/view/ondafont-sl-2,Teléfono964835385,Emailondafontsl@hotmail.com,,,Hogar y decoración,Fontanería,Onda
1683632260-2467,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/18,ONDA SOLUCIONS INFORMÀTIQUES,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/onda-solucions-informatiques,Teléfono964836663,Emailinfo@osipc.es,Webhttps://www.osipc.es,Tienda virtualhttps://www.osipc.es,"Informática, imagen y sonido",Informática y consolas,Onda
1683632263-2468,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/18,NENS,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/nens-2,Teléfono964601141,Emailnens.onda@yahoo.es,,EL VESTIDOR DE VIANA,Moda y complementos,Moda infantil y puericultura,Onda
1683632269-2469,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,MUEBLES ORTIZ,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/muebles-ortiz-2,Teléfono665202191,Emailmueblesortiz@yahoo.es,,,Hogar y decoración,Muebles,Onda
1683632272-2470,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,MUEBLES LLOPIS,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/muebles-llopis,Teléfono667702882,Emailinfo@muebles-llopis.es,Webhttps://www.muebles-llopis.es,,Hogar y decoración,Muebles,Onda
1683632275-2471,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,MON MENUT,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/mon-menut-5,Teléfono964605328,Emailmonmenutonda@hotmail.com,Webhttps://www.monmenutonda.com,MIMITOS,Moda y complementos,Moda infantil y puericultura,Onda
1683632278-2472,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,MINIMON,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/minimon,Teléfono964771419,Emailmini.mon@telefonica.net,,,Moda y complementos,Moda infantil y puericultura,Onda
1683632281-2473,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,MARBEN MODA JOVEN,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/marben-moda-joven-2,Teléfono964601570,Emailmarbenmodajoven@gmail.com,Webhttps://www.marbenmodajoven.com,DOPPIA F,Moda y complementos,Moda y complementos en general,Onda
1683632284-2474,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,LOLA BOTONA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/lola-botona-2,Teléfono964601964,Emailamparo.catalan62@gmail.com,,,Moda y complementos,Mercería,Onda
1683632287-2475,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,LAMPARAS E ILUMINACION DIAGO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/lamparas-e-iluminacion-diago,Teléfono964600157,Emaililuminaciondiago@hotmail.com,Emailinfo@iluminaciondiago.com,,Hogar y decoración,Iluminación,Onda
1683632290-2476,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,PAPELERIA LA REPRO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/papeleria-repro-2,Teléfono964771910,Emailadmin@ondalarepro.com,Emailonda@larepro.com,"PAPELERIA MAGOVI , SL (AVDA. CATALUÑA)","Papelería, librería y quioscos","Papelería, librería, prensa y quioscos",Onda
1683632293-2477,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,L´ESTACIO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/estacio,Teléfono646137343,Emaillestacio-onda@hotmail.com,,SOLAIG EVENTOS,Hogar y decoración,"Artesanía, cerámica, regalos y bazar",Onda
1683632296-2478,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,KIOSC D'ANNA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/kiosc-anna,Teléfono617267033,Emailelkioscdeanna@gmail.com,,,"Papelería, librería y quioscos","Papelería, librería, prensa y quioscos",Onda
1683632299-2479,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,JOYERIA D´Or,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/joyeria-or-2,Teléfono964602916,,,,Joyería - relojería,"Joyerías, relojerías, compra-venta de oro",Onda
1683632302-2480,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,JOYAS MARI,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/joyas-mari-2,Teléfono661941330,,,,Joyería - relojería,"Joyerías, relojerías, compra-venta de oro",Onda
1683632308-2481,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,JOIES AURUM,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/joies-aurum,Teléfono964771263,,,,Joyería - relojería,"Joyerías, relojerías, compra-venta de oro",Onda
1683632311-2482,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,ATMOSFERA SPORT ONDA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/atmosfera-sport-onda,Teléfono964770070,Emailjohnnysportonda@gmail.com,,,"Ocio, deportes y aficiones",Material deportivo,Onda
1683632314-2483,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,"IT SISTEMES ONDA, SL",https://onda.comercioscomunitatvalenciana.com/es/comercios/view/it-sistemes-onda-sl,Teléfono650153773,Webhttps://www.itsistemes.com,,,"Informática, imagen y sonido",Informática y consolas,Onda
1683632317-2484,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,HIPER CALZADO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/hiper-calzado-2,Teléfono964603592,Emailjose.tala75@hotmail.com,,ZAPATERIA NUVOLETS,Moda y complementos,"Zapatos, bolsos y complementos",Onda
1683632320-2485,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,PANADERIA GUSTAVO TRAVER,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-gustavo-traver,Teléfono964601275,Emailchatesant@hotmail.com,,PASTELERIA PIQUER,Alimentación,Pan y pastelería,Onda
1683632323-2486,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,FRUCOPAN,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/frucopan-2,Teléfono964604792,Emailosunaperis@gmail.com,,,Alimentación,Alimentación en general,Onda
1683632326-2487,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,FLORS ADRIAN,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/flors-adrian,Teléfono609586640,Emailflorsadrian@hotmail.com,,,"Flores, jardinería y animales","Floristería, jardinería y productos agrícolas",Onda
1683632329-2488,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,FLORISTERIA SONIA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/floristeria-sonia,Teléfono964602142,Emailflorssonia28@hotmail.com,,FLORS ADRIAN,"Flores, jardinería y animales","Floristería, jardinería y productos agrícolas",Onda
1683632332-2489,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,ONDAFLOR FLORISTAS,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/ondaflor-floristas,Teléfono964601183,Emailfloristeria@ondaflor.es,Webhttps://www.ondaflor.es,Tienda virtualhttps://www.ondaflor.es,"Flores, jardinería y animales","Floristería, jardinería y productos agrícolas",Onda
1683632335-2490,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,FLORISTERIA GARGALLO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/floristeria-gargallo,Teléfono964601126,Emailadmon.gargallo@hotmail.com,Webhttps://www.floristeriagargallo.es,Tienda virtualhttps://www.floristeriagargallo.es,"Flores, jardinería y animales","Floristería, jardinería y productos agrícolas",Onda
1683632338-2491,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,FLORISTERIA CRISEL,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/floristeria-crisel,Teléfono964862735,Emailcriselfloristeria27@gmail.com,,FLORS ADRIAN,"Flores, jardinería y animales","Floristería, jardinería y productos agrícolas",Onda
1683632341-2492,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,FERRETERIA FALAGAN,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/ferreteria-falagan,Teléfono964601425,Emailnonefapla@gmail.com,,,Hogar y decoración,Ferretería,Onda
1683632353-2493,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/13,EVA CERDÀ JOIERIA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/eva-cerda-joieria,Teléfono964603665,Emailevacerjoi@hotmail.com,,,Joyería - relojería,"Joyerías, relojerías, compra-venta de oro",Onda
1683632359-2494,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/12,JOGUETERIA  RACO DEL REGAL,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/jogueteria-raco-regal,Teléfono964772179,Emailracodelregal@hotmail.com,,,"Ocio, deportes y aficiones",Juguetes y artículos de fiesta,Onda
1683632362-2495,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/12,CERAMICA ARTESANS,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/ceramica-artesans-2,Teléfono964601135,Emailceramicaartesans@gmail.com,Webhttps://www.ceramicaartesans.es,ALFARERIA ARTISTICA - IRENE MOLINA PASCUAL,Hogar y decoración,"Artesanía, cerámica, regalos y bazar",Onda
1683632365-2496,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/12,TECNOXAPA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/tecnoxapa,Teléfono964104885,Emailinfo@rsonda.com,,TALLERES VIOPA SL,Vehículos,Mantenimiento y reparación de vehículos,Onda
1683632368-2497,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/12,MIZOR,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/mizor-2,Teléfono964770119,Emailmizorzapateria@gmail.com,,ZAPATERIA NUVOLETS,Moda y complementos,"Zapatos, bolsos y complementos",Onda
1683632374-2498,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,BAR FRENAZO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/bar-frenazo-4,Teléfono608069947,Emailruthdiago@hotmail.com,,KIOSCO CAFETERIA ESPADAN,Hostelería y turismo,Bar-Cafeteria,Onda
1683632377-2499,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,BAR UNION MUSICAL SANTA CECILIA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/bar-union-musical-santa-cecilia,Teléfono964600038,,,RESTAURANTE BAR APEADERO,Hostelería y turismo,Bar-Cafeteria,Onda
1683632380-2500,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,"CERRAJERIA ISIDORO Y MANU, SL",https://onda.comercioscomunitatvalenciana.com/es/comercios/view/cerrajeria-isidoro-y-manu-sl,Teléfono964771464,Emailisiymanu@gmail.com,Emailadministracio@cerrajeriamanu.com,,Hogar y decoración,Ferretería,Onda
1683632383-2501,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,CAFÉ COLONIAL,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/cafe-colonial-2,Teléfono629378238,Emailpalacigarci@hotmail.com,,CAFETERIA EL MONTI DOLÇ,Hostelería y turismo,Bar-Cafeteria,Onda
1683632386-2502,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,ASOKO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/asoko,Teléfono964919293,Emailadministracion@totalgres.com,,SALONES PRINCESA,Hostelería y turismo,Restaurantes,Onda
1683632389-2503,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,"GAMMA ASESORIA INTEGRAL, SL",https://onda.comercioscomunitatvalenciana.com/es/comercios/view/gamma-asesoria-integral-sl,Teléfono964603990,Emailinfo@gammasesoria.com,Webhttps://www.gammasesoria.com,NENECER SL,Finanzas y gestión,Gestorías-asesorías,Onda
1683632392-2504,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,MERCADONA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/mercadona-78,Teléfono964325608,Emailsugerencias@mercadona.es,Webhttps://www.mercadona.es,Tienda virtualhttps://www.mercadona.es,Alimentación,Supermercados,Onda
1683632395-2505,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,MARIA CARPENA MARCO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/maria-carpena-marco,Teléfono964602416,Emailmariacarpenaonda@gmail.com,,,Droguería - Perfumería,Perfumería especializada y belleza,Onda
1683632398-2506,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,40 GRADOS,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/40-grados-9,Teléfono670361065,,,DOPPIA F,Moda y complementos,Moda y complementos en general,Onda
1683632401-2507,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,KIOSCO CAFETERIA ESPADAN,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/kiosco-cafeteria-espadan,Teléfono616648075,Emailsbrballester@gmail.com,,BAR CAFETERIA CASA FINA,Hostelería y turismo,Bar-Cafeteria,Onda
1683632404-2508,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,ALAIN AFFLELOU OPTICO ONDA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/alain-afflelou-optico-onda-2,Teléfono964788622,Emailcastellon.onda.paisdevalencia@afflelou.es,,,Salud y belleza,Ópticas,Onda
1683632410-2509,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/10,POLICLINICA PRADES,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/policlinica-prades,Teléfono964772374,Emailinfo@policlinicaprades.com,Webhttps://www.podologiaprades.com,Tienda virtualhttps://www.podologiaprades.com,Salud y belleza,"Servicios médicos (clínicas, ortopedia...)",Onda
1683632413-2510,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/10,ALCONTEC,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/alcontec,Teléfono657323034,Emailedalgar@gmail.com,Webhttps://www.alcontec2020.com,SARGANTANA AVENTURA,Servicios,Servicios profesionales,Onda
1683632416-2511,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/10,BAR RESTAURANTE TOGA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/bar-restaurante-toga-2,Teléfono677846773,Emailrasputim@msn.com,,RESTAURANTE LAS PISCINAS,Hostelería y turismo,Restaurantes,Onda
1683632419-2512,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/10,FUNERARIA GARGALLO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/funeraria-gargallo,Teléfono964601126,Emailtanatoriogargallo@gmail.com,Webhttps://www.funerariagargallo.es,,Servicios,Servicios funerarios,Onda
1683632422-2513,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/10,CICLOESPAI,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/cicloespai-3,Teléfono964771216,Emailinfo@cicloespai.es,Webhttps://www.cicloespai.es,,"Ocio, deportes y aficiones",Material deportivo,Onda
1683632428-2514,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/9,ESTETICA E IMAGEN,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/estetica-e-imagen,Teléfono630533149,Emailesteticaeimagenonda@gmail.com,,PELUQUERIA TRIZZAS,Salud y belleza,Peluquerías y salones de belleza,Onda
1683632431-2515,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/9,INMOBILIARIA INMACULADA OLUCHA MONTOLIO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/inmobiliaria-inmaculada-olucha-montolio,Teléfono964601557,Emailinfo@inmobiliariaolucha.com,Emailinma@inmobiliariaolucha.com,Webhttps://www.inmobiliariaolucha.com,Finanzas y gestión,Servicios inmobiliarios,Onda
1683632434-2516,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/9,RESTAURANTE ROYAN,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/restaurante-royan,Teléfono964603225,,,,Hostelería y turismo,Bar-Cafeteria,Onda
1683632437-2517,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/9,TUTANTATTO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/tutantatto,Teléfono676180766,Emailtutantattoo@outlook.es,,PELUQUERIA MIL ESTILS,Salud y belleza,Peluquerías y salones de belleza,Onda
1683632440-2518,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/9,BAR LA FONT DE DINS,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/bar-font-dins-2,Teléfono661461569,Emailguinot86@gmail.com,,BAR CAFETERÍA MOYA,Hostelería y turismo,Bar-Cafeteria,Onda
1683632443-2519,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/9,PAPELERIA  PORXES,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/papeleria-porxes-2,Teléfono964603799,Emailelsporxesonda@gmail.com,Webhttps://www.elsporxes-mariner.es,Tienda virtualhttps://www.elsporxes-mariner.es,"Papelería, librería y quioscos","Papelería, librería, prensa y quioscos",Onda
1683632446-2520,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/9,BAR ATENEO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/bar-ateneo,Teléfono964603777,Emailmmmv.1963@hotmail.com,,MANA BAR,Hostelería y turismo,Bar-Cafeteria,Onda
1683632452-2521,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,(Puesto 05) RAIMUNDO MIRALLES SALVADOR,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/puesto-05-raimundo-miralles-salvador,Teléfono605206321,Emailinfo@trufmosa.com,Emailsilviam85@hotmail.com,(Puesto 11) CARNICERIA ROSA,Alimentación,Carnes / embutidos / huevos,Onda
1683632455-2522,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,(Puesto 30-31) OLIVES I ENCURTITS,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/puesto-3031-olives-i-encurtits-2,Teléfono964520888,Emailcamaiz@hotmail.es,,,Alimentación,Encurtidos / frutos secos / aperitivos,Onda
1683632458-2523,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,(Puesto 41) JOSE LUIS SOLSONA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/puesto-41-jose-luis-solsona-2,Teléfono630151517,Emailsolsonajoseluis@gmail.com,,PANADERIA J. MOMPLET,Alimentación,Pan y pastelería,Onda
1683632461-2524,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,(Puesto 24) CARNES ARNAU ALEMANY,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/puesto-24-carnes-arnau-alemany,Teléfono618267304,,,,Alimentación,Carnes / embutidos / huevos,Onda
1683632464-2525,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,CAFETERIA BONAIRE,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/cafeteria-bonaire,Teléfono608165405,,,BAR VICENTÍN,Hostelería y turismo,Bar-Cafeteria,Onda
1683632467-2526,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,BAR GEYSER,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/bar-geyser-2,Teléfono674283666,,,,Hostelería y turismo,Bar-Cafeteria,Onda
1683632473-2527,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/7,(Puesto 22) POLLOS PLANES,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/puesto-22-pollos-planes,Teléfono964771587,Emailinfo@pollosplanes.com,,CARNICAS IBAÑEZ,Alimentación,Carnes / embutidos / huevos,Onda
1683632476-2528,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/7,ANISIA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/anisia,Teléfono617627053,Emailany08mary@icloud.com,,,Alimentación,Alimentación en general,Onda
1683632479-2529,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/7,ALDI SUPERMERCADO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/aldi-supermercado-3,Teléfono682264126,Webhttps://www.aldi.es,Tienda virtualhttps://www.aldi.es,MERCADONA,Alimentación,Supermercados,Onda
1683632482-2530,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/7,"(Puesto 35) GERMANS PEREZ PASTOR, CB",https://onda.comercioscomunitatvalenciana.com/es/comercios/view/puesto-35-germans-perez-pastor-cb-2,Teléfono626373267,Emailfran.perez@hotmail.es,,FRUTAS Y VERDURAS LA ENCINA (AVDA. CATALUÑA),Alimentación,Frutas y verduras,Onda
1683632485-2531,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/7,(Puesto 25) CARNICERIA EL TORMO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/puesto-25-carniceria-tormo-2,Teléfono964143059,Emailtoancua@hotmail.com,,,Alimentación,Carnes / embutidos / huevos,Onda
1683632488-2532,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/7,"AZULAUTO, SL",https://onda.comercioscomunitatvalenciana.com/es/comercios/view/azulauto-sl-2,Teléfono964601668,Emailazulauto@fordservicios.com,Webhttps://www.azulauto.com,,Vehículos,Compra-venta de vehículos,Onda
1683632494-2533,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,(Puesto 28-29) FRUTOS SECOS Y SALAZONES LOLA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/puesto-2829-frutos-secos-y-salazones-lola,Teléfono686579066,,,,Alimentación,Encurtidos / frutos secos / aperitivos,Onda
